ID;CLASE;SUBCLASE;SUPERORDER;ORDER;SUBORDER;SUPERCOHORT;COHORT;SUBCOHORT;SUPERFAMILY;FAMILY;GENERA;SPECIE;G_SP;RESOURCE;METHOD;TAXONOMIC_LEVEL;ID_ESM_I
745;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;lophotricus;Protoribates lophotricus;plant;gut;SPECIE;29
746;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;lophotricus;Protoribates lophotricus;myco.;gut;SPECIE;29
747;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;lophotricus;Protoribates lophotricus;sap. fun.;gut;SPECIE;29
748;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;lophotricus;Protoribates lophotricus;m.fau;gut;SPECIE;29
749;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;lophotricus;Protoribates lophotricus;bac.;gut;SPECIE;29
750;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;lophotricus;Protoribates lophotricus;humus;gut;SPECIE;29
751;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;sp.;Protoribates sp.;plant;gut;GENERA;29
752;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Protoribates;sp.;Protoribates sp.;litter;gut;GENERA;29
753;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;plant;gut;SPECIE;29
754;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;ardua;Rhysotritia ardua;litter;gut;SPECIE;29
755;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Scheloribatidae;Scheloribates;sp.;Scheloribates sp.;sap. fun.;gut;GENERA;29
756;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Scheloribatidae;Scheloribates;sp.;Scheloribates sp.;myco.;gut;GENERA;29
757;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Scheloribatidae;Scheloribates;sp.;Scheloribates sp.;bac.;gut;GENERA;29
758;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;sp.;Tectocepheus sp.;humus;gut;GENERA;29
759;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;sp.;Tectocepheus sp.;plant;gut;GENERA;29
760;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;nivalis;Parachipteria nivalis;plant;gut;SPECIE;30
761;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;nivalis;Parachipteria nivalis;litter;gut;SPECIE;30
762;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;nivalis;Parachipteria nivalis;sap. fun.;gut;SPECIE;30
763;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;nivalis;Parachipteria nivalis;bac.;gut;SPECIE;30
764;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;meridianus;Melanozetes meridianus;plant;gut;SPECIE;30
765;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;meridianus;Melanozetes meridianus;litter;gut;SPECIE;30
766;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;meridianus;Melanozetes meridianus;sap. fun.;gut;SPECIE;30
767;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;meridianus;Melanozetes meridianus;bac.;gut;SPECIE;30
768;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;longisetosus;Melanozetes longisetosus;plant;gut;SPECIE;30
769;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;longisetosus;Melanozetes longisetosus;litter;gut;SPECIE;30
770;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;longisetosus;Melanozetes longisetosus;sap. fun.;gut;SPECIE;30
771;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Melanozetes;longisetosus;Melanozetes longisetosus;bac.;gut;SPECIE;30
772;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;notatus;Trichoribates notatus;plant;gut;SPECIE;30
773;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;notatus;Trichoribates notatus;litter;gut;SPECIE;30
774;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;notatus;Trichoribates notatus;sap. fun.;gut;SPECIE;30
775;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Trichoribates;notatus;Trichoribates notatus;bac.;gut;SPECIE;30
776;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Iugoribates;gracilis;Iugoribates gracilis;plant;gut;SPECIE;30
777;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Iugoribates;gracilis;Iugoribates gracilis;litter;gut;SPECIE;30
778;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Iugoribates;gracilis;Iugoribates gracilis;sap. fun.;gut;SPECIE;30
779;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Iugoribates;gracilis;Iugoribates gracilis;m.fau;gut;SPECIE;30
780;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Iugoribates;gracilis;Iugoribates gracilis;bac.;gut;SPECIE;30
781;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Iugoribates;gracilis;Iugoribates gracilis;carrion;gut;SPECIE;30
782;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;segnis;Camisia segnis;litter;gut;SPECIE;30
783;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;segnis;Camisia segnis;plant;gut;SPECIE;30
784;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;segnis;Camisia segnis;sap. fun.;gut;SPECIE;30
785;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Crotoniidae;Camisia;segnis;Camisia segnis;bac.;gut;SPECIE;30
786;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Malaconothridae;Trimalaconothrus;novus;Trimalaconothrus novus;sap. fun.;gut;SPECIE;30
787;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Malaconothridae;Trimalaconothrus;novus;Trimalaconothrus novus;myco.;gut;SPECIE;30
788;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Malaconothridae;Trimalaconothrus;novus;Trimalaconothrus novus;bac.;gut;SPECIE;30
789;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;pratensis;Nothrus pratensis;plant;gut;SPECIE;30
790;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;pratensis;Nothrus pratensis;litter;gut;SPECIE;30
791;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;pratensis;Nothrus pratensis;sap. fun.;gut;SPECIE;30
792;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;pratensis;Nothrus pratensis;bac.;gut;SPECIE;30
793;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;bakeri;Epidamaeus bakeri;sap. fun.;gut;SPECIE;30
794;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;bakeri;Epidamaeus bakeri;myco.;gut;SPECIE;30
795;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;bakeri;Epidamaeus bakeri;bac.;gut;SPECIE;30
796;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;arcticola;Epidamaeus arcticola;sap. fun.;gut;SPECIE;30
797;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;arcticola;Epidamaeus arcticola;myco.;gut;SPECIE;30
798;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;arcticola;Epidamaeus arcticola;bac.;gut;SPECIE;30
799;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Eremaeoidea;Eremaeidae;Eremaeus;feveolatus;Eremaeus feveolatus;sap. fun.;gut;SPECIE;30
800;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Eremaeoidea;Eremaeidae;Eremaeus;feveolatus;Eremaeus feveolatus;myco.;gut;SPECIE;30
801;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Eremaeoidea;Eremaeidae;Eremaeus;feveolatus;Eremaeus feveolatus;carrion;gut;SPECIE;30
802;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Eremaeoidea;Eremaeidae;Eremaeus;feveolatus;Eremaeus feveolatus;bac.;gut;SPECIE;30
803;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Cultroribula;dentata;Cultroribula dentata;sap. fun.;gut;SPECIE;30
804;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Astegistidae;Cultroribula;dentata;Cultroribula dentata;bac.;gut;SPECIE;30
805;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;plant;gut;SPECIE;30
806;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;litter;gut;SPECIE;30
807;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;sap. fun.;gut;SPECIE;30
808;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;carrion;gut;SPECIE;30
809;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;bac.;gut;SPECIE;30
810;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;humus;gut;SPECIE;30
811;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Pyroppia;lanceolata;Pyroppia lanceolata;plant;gut;SPECIE;30
812;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Pyroppia;lanceolata;Pyroppia lanceolata;litter;gut;SPECIE;30
813;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Pyroppia;lanceolata;Pyroppia lanceolata;sap. fun.;gut;SPECIE;30
814;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Pyroppia;lanceolata;Pyroppia lanceolata;bac.;gut;SPECIE;30
815;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;reticulata;Hermanniella reticulata;plant;gut;SPECIE;30
816;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;reticulata;Hermanniella reticulata;litter;gut;SPECIE;30
817;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;reticulata;Hermanniella reticulata;sap. fun.;gut;SPECIE;30
818;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;reticulata;Hermanniella reticulata;bac.;gut;SPECIE;30
819;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;scabra;Hermanniella scabra;plant;gut;SPECIE;30
820;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;scabra;Hermanniella scabra;litter;gut;SPECIE;30
821;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;scabra;Hermanniella scabra;sap. fun.;gut;SPECIE;30
822;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;scabra;Hermanniella scabra;bac.;gut;SPECIE;30
823;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;subglabra;Hermanniella subglabra;plant;gut;SPECIE;30
824;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;subglabra;Hermanniella subglabra;sap. fun.;gut;SPECIE;30
825;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;subglabra;Hermanniella subglabra;bac.;gut;SPECIE;30
826;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermanniella;subglabra;Hermanniella subglabra;humus;gut;SPECIE;30
827;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;arctica;Oribatella arctica;sap. fun.;gut;SPECIE;30
828;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Zygoribatula;pallida;Zygoribatula pallida;plant;gut;SPECIE;30
829;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Zygoribatula;pallida;Zygoribatula pallida;humus;gut;SPECIE;30
830;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Zygoribatula;pallida;Zygoribatula pallida;myco.;gut;SPECIE;30
831;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Zygoribatula;pallida;Zygoribatula pallida;sap. fun.;gut;SPECIE;30
832;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Zygoribatula;pallida;Zygoribatula pallida;carrion;gut;SPECIE;30
833;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Zygoribatula;pallida;Zygoribatula pallida;bac.;gut;SPECIE;30
834;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;sap. fun.;gut;SPECIE;30
835;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;myco.;gut;SPECIE;30
836;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oripodidae;Liebstadia;similis;Liebstadia similis;bac.;gut;SPECIE;30
837;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Perlohmannioidea ;Perlohmannidae;Perlohmannia;sp.;Perlohmannia sp.;myco.;gut;GENERA;30
838;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Perlohmannioidea ;Perlohmannidae;Perlohmannia;sp.;Perlohmannia sp.;sap. fun.;gut;GENERA;30
839;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Perlohmannioidea ;Perlohmannidae;Perlohmannia;sp.;Perlohmannia sp.;bac.;gut;GENERA;30
840;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;sap. fun.;gut;SPECIE;30
841;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;myco.;gut;SPECIE;30
842;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Polypterozetoidea ;Tectocepheidae;Tectocepheus;velatus;Tectocepheus velatus;bac.;gut;SPECIE;30
843;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;myco.;gut;SPECIE;31
844;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;silvestris;Nothrus silvestris;myco.;gut;SPECIE;31
845;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Entomobrydae;Pseudosinella;terricola;Pseudosinella terricola;myco.;gut;SPECIE;31
846;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Entomobrydae;Pseudosinella;terricola;Pseudosinella terricola;sap. fun.;gut;SPECIE;31
847;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;manalochaeti;Folsomia manalochaeti;humus;gut;SPECIE;31
848;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;humus;gut;SPECIE;31
849;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Isotomiella;minor;Isotomiella minor;humus;gut;SPECIE;31
850;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;litter;gut;SPECIE;31
851;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Tullbergiidae;Paratullbergia;callipygos;Paratullbergia callipygos;plant;gut;SPECIE;31
852;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppiella;nova;Oppiella nova;myco.;gut;SPECIE;31
853;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppiella;nova;Oppiella nova;sap. fun.;gut;SPECIE;31
854;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppia;subpectinata;Oppia subpectinata;myco.;gut;SPECIE;31
855;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppia;subpectinata;Oppia subpectinata;sap. fun.;gut;SPECIE;31
856;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;sp.;Phthiracarus sp.;litter;gut;GENERA;31
857;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Willemia;anophthalma;Willemia anophthalma;myco.;gut;SPECIE;31
858;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Willemia;anophthalma;Willemia anophthalma;sap. fun.;gut;SPECIE;31
859;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppia;sp.;Oppia sp.;myco.;gut;GENERA;31
860;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Entomobrydae;Pseudosinella;terricola;Pseudosinella terricola;myco.;gut;SPECIE;31
861;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Tomoceridae;Pogonognathellus;flavescens;Pogonognathellus flavescens;myco.;gut;SPECIE;31
862;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;myco.;gut;SPECIE;31
863;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;sylvestris;Nothrus silvestris;myco.;gut;SPECIE;31
864;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;plant;gut;SPECIE;31
865;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Nothridae;Nothrus;sylvestris;Nothrus silvestris;plant;gut;SPECIE;31
866;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Entomobrydae;Lepidorcyrtus;lanuginosus;Lepidorcyrtus lanuginosus;bac.;gut;SPECIE;31
867;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;humus;gut;SPECIE;31
868;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;bac.;gut;SPECIE;31
869;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;manalochaeti;Folsomia manalochaeti;humus;gut;SPECIE;31
870;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;humus;gut;SPECIE;31
871;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Isotomiella;minor;Isotomiella minor;humus;gut;SPECIE;31
872;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Willemia;anophthalma;Willemia anophthalma;myco.;gut;SPECIE;31
873;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;myco.;gut;SPECIE;31
874;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;sp.;Phthiracarus sp.;myco.;gut;GENERA;31
875;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Euphthiracaroidea;Euphthiracaridae;Rhysotritia;duplicata;Rhysotritia duplicata;litter;gut;SPECIE;31
876;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;sp.;Phthiracarus sp.;litter;gut;GENERA;31
877;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppiella;nova;Oppiella nova;myco.;gut;SPECIE;31
878;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppia;subpectinata;Oppia subpectinata;myco.;gut;SPECIE;31
879;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Dermanyssoidea;Laelapidae;Stratiolaelaps;miles;Stratiolaelaps miles;m.fau;mo. det.;SPECIE;32
880;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;candida;Folsomia candida;m.fau;mo. det.;SPECIE;32
