ID;CLASE;SUBCLASE;SUPERORDER;ORDER;SUBORDER;SUPERCOHORT;COHORT;SUBCOHORT;SUPERFAMILY;FAMILY;GENERA;SPECIE;G_SP;RESOURCE;METHOD;TAXONOMIC_LEVEL;ID_ESM_I
2516;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Phenopelopoidea;Phenopelopidae;Eupelops;torulosus;Eupelops torulosus;litter;isotopes;SPECIE;233
2517;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Phenopelopoidea;Phenopelopidae;Eupelops;acromius;Eupelops acromius;litter;isotopes;SPECIE;233
2518;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Achipterioidea;Achipteriidae;Parachipteria;willmanni;Parachipteria willmanni;litter;isotopes;SPECIE;233
2519;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Liacaridae;Dorycranosus;acutus;Dorycranosus acutus;litter;isotopes;SPECIE;233
2520;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Euzetidae;Euzetes;globulus;Euzetes globulus;litter;isotopes;SPECIE;233
2521;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Hermannielloidea;Hermanniellidae;Hermannia;gibba;Hermannia gibba;litter;isotopes;SPECIE;233
2522;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;marginatus;Carabodes marginatus;litter;isotopes;SPECIE;233
2523;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Liacaridae;Liacarus;coracinus;Liacarus coracinus;litter;isotopes;SPECIE;233
2524;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;calcarata;Oribatella calcarata;litter;isotopes;SPECIE;233
2525;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;quadricornuta;Oribatella quadricornuta;sap. fun.;isotopes;SPECIE;233
2526;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;foliata;Oribatella foliata;sap. fun.;isotopes;SPECIE;233
2527;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Chamobates;cuspidatus;Chamobates cuspidatus;sap. fun.;isotopes;SPECIE;233
2528;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Oribatula;tibialis;Oribatula tibialis;sap. fun.;isotopes;SPECIE;233
2529;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;sap. fun.;isotopes;SPECIE;233
2530;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Oribatula;tibialis;Oribatula tibialis;sap. fun.;isotopes;SPECIE;233
2531;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;areolatus;Carabodes areolatus;sap. fun.;isotopes;SPECIE;233
2532;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;quadricornuta;Oribatella quadricornuta;bac.;isotopes;SPECIE;233
2533;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oribatelloidea;Oribatellidae;Oribatella;foliata;Oribatella foliata;bac.;isotopes;SPECIE;233
2534;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Chamobatidae;Chamobates;cuspidatus;Chamobates cuspidatus;bac.;isotopes;SPECIE;233
2535;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Oribatula;tibialis;Oribatula tibialis;bac.;isotopes;SPECIE;233
2536;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Gustavioidea;Peloppiidae;Ceratoppia;bipilis;Ceratoppia bipilis;bac.;isotopes;SPECIE;233
2537;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Oribatulidae;Oribatula;tibialis;Oribatula tibialis;bac.;isotopes;SPECIE;233
2538;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Carabodoidea;Carabodidae;Carabodes;areolatus;Carabodes areolatus;bac.;isotopes;SPECIE;233
2539;Arachnida;Acari;Parasitiformes;Opilioacarida;;;;;Opilioacaroidea;Opilioacaridae;Opilioacarus;sp.;Opilioacarus sp.;sap. fun.;obs.;GENERA;238
2540;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Trhypochthoniidae;Archegozetes;longisetosus;Archegozetes longisetosus;bac.;f.p.;SPECIE;240
2541;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Trhypochthoniidae;Archegozetes;longisetosus;Archegozetes longisetosus;sap. fun.;f.p.;SPECIE;240
2542;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Plateremaeoidea;Gymnodamaeidae;Gymnodamaeus;bicostatus;Gymnodamaeus bicostatus;sap. fun.;gut;SPECIE;242
2543;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Plateremaeoidea;Gymnodamaeidae;Gymnodamaeus;bicostatus;Gymnodamaeus bicostatus;bac.;gut;SPECIE;242
2544;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;litter;gut;SPECIE;242
2545;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Nothrina;;Crotonioidea;Camisiidae;Platynothrus;peltifer;Platynothrus peltifer;bac.;gut;SPECIE;242
2546;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Spatiodamaeus;verticilipes;Spatiodamaeus verticilipes;sap. fun.;gut;SPECIE;242
2547;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Mixonomatides;;;Phthiracaroidea;Phthiracaridae;Phthiracarus;boresetosus;Phthiracarus boresetosus;litter;isotopes;SPECIE;243
2548;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Phenopelopoidea;Phenopelopidae;Propelops;alaskensis;Propelops alaskensis;litter;isotopes;SPECIE;243
2549;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Phenopelopoidea;Phenopelopidae;Propelops;alaskensis;Propelops alaskensis;sap. fun.;isotopes;SPECIE;243
2550;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Eremaeoidea;Eremaeidae;Eueremaeus;sp.;Eueremaeus sp.;sap. fun.;isotopes;GENERA;243
2551;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Epiicriae;Zerconoidea;Zerconidae;Zercon;alaskaensis;Zercon alaskaensis;m.fau;isotopes;SPECIE;243
2552;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Epiicriae;Zerconoidea;Zerconidae;Zercon;alaskaensis;Zercon alaskaensis;sap. fun.;isotopes;SPECIE;243
2553;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Zerconopsis;sp.;Zerconopsis sp.;m.fau;isotopes;GENERA;243
2554;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Zerconopsis;sp.;Zerconopsis sp.;sap. fun.;isotopes;GENERA;243
2555;Arachnida;Acari;Parasitiformes;Mesostigmata;Sejida;;;;Sejoidea;Sejidae;Sejus;sp.;Sejus sp.;m.fau;isotopes;GENERA;243
2556;Arachnida;Acari;Parasitiformes;Mesostigmata;Sejida;;;;Sejoidea;Sejidae;Sejus;sp.;Sejus sp.;sap. fun.;isotopes;GENERA;243
2557;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Ceratozetes;sp.;Ceratozetes sp.;sap. fun.;isotopes;GENERA;243
2558;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Ceratozetes;sp.;Ceratozetes sp.;m.fau;isotopes;GENERA;243
2559;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Veigaioidea;Veigaiidae;Veigaia;kochi;Veigaia kochi;coll.;isotopes;SPECIE;243
2560;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Veigaioidea;Veigaiidae;Veigaia;kochi;Veigaia kochi;sap. fun.;isotopes;SPECIE;243
2561;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Veigaioidea;Veigaiidae;Veigaia;kochi;Veigaia kochi;m.fau;isotopes;SPECIE;243
2562;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Epiicriae;Zerconoidea;Zerconidae;Parazercon;radiatus;Parazercon radiatus;m.fau;isotopes;SPECIE;243
2563;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;Epiicriae;Zerconoidea;Zerconidae;Skeironozercon;tricavus;Skeironozercon tricavus;m.fau;isotopes;SPECIE;243
2564;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Polyaspidoidea;Trachytidae;Trachytes;sp.;Trachytes sp.;m.fau;isotopes;GENERA;243
2565;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Ologamasidae;Gamasellus;vibrissatus;Gamasellus vibrissatus;coll.;isotopes;SPECIE;243
2566;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Ologamasidae;Gamasellus;vibrissatus;Gamasellus vibrissatus;mites;isotopes;SPECIE;243
2567;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Ologamasidae;Gamasellus;vibrissatus;Gamasellus vibrissatus;eggs;isotopes;SPECIE;243
2568;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Ologamasidae;Gamasellus;vibrissatus;Gamasellus vibrissatus;larvae;isotopes;SPECIE;243
2569;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Ologamasidae;Gamasellus;vibrissatus;Gamasellus vibrissatus;enchy.;isotopes;SPECIE;243
2570;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Tetracanthella;pacifica;Tetracanthella pacifica;sap. fun.;gut;SPECIE;244
2571;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Tetracanthella;pacifica;Tetracanthella pacifica;humus;gut;SPECIE;244
2572;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Tetracanthella;pacifica;Tetracanthella pacifica;litter;gut;SPECIE;244
2573;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Pseudanurophorus;binoculatus;Pseudanurophorus binoculatus;sap. fun.;gut;SPECIE;244
2574;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Pseudanurophorus;binoculatus;Pseudanurophorus binoculatus;humus;gut;SPECIE;244
2575;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Pseudanurophorus;binoculatus;Pseudanurophorus binoculatus;litter;gut;SPECIE;244
2576;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;sap. fun.;gut;SPECIE;244
2577;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;humus;gut;SPECIE;244
2578;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;litter;gut;SPECIE;244
2579;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Mesaphorura;pacifica;Mesaphorura pacifica;sap. fun.;gut;SPECIE;244
2580;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Mesaphorura;pacifica;Mesaphorura pacifica;carrion;gut;SPECIE;244
2581;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Mesaphorura;pacifica;Mesaphorura pacifica;humus;gut;SPECIE;244
2582;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Mesaphorura;yosii;Mesaphorura yosii;sap. fun.;gut;SPECIE;244
2583;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Mesaphorura;yosii;Mesaphorura yosii;carrion;gut;SPECIE;244
2584;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Mesaphorura;yosii;Mesaphorura yosii;humus;gut;SPECIE;244
2585;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Willemia;intermedia;Willemia intermedia;sap. fun.;gut;SPECIE;244
2586;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Willemia;denisi;Willemia denisi;sap. fun.;gut;SPECIE;244
2587;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Willemia;denisi;Willemia denisi;bac.;gut;SPECIE;244
2588;Entognatha;Collembola;;Symphypleona;;;;;;Arrhopalitidae;Arrhopalites;diversus;Arrhopalites diversus;sap. fun.;gut;SPECIE;244
2589;Entognatha;Collembola;;Symphypleona;;;;;;Arrhopalitidae;Arrhopalites;diversus;Arrhopalites diversus;humus;gut;SPECIE;244
2590;Entognatha;Collembola;;Symphypleona;;;;;;Arrhopalitidae;Arrhopalites;diversus;Arrhopalites diversus;litter;gut;SPECIE;244
2591;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Parisotoma;notabilis;Parisotoma notabilis;sap. fun.;gut;SPECIE;244
2592;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Parisotoma;notabilis;Parisotoma notabilis;litter;gut;SPECIE;244
2593;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Parisotoma;notabilis;Parisotoma notabilis;carrion;gut;SPECIE;244
2594;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Parisotoma;notabilis;Parisotoma notabilis;humus;gut;SPECIE;244
2595;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;nivalis;Folsomia nivalis;sap. fun.;gut;SPECIE;244
2596;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;nivalis;Folsomia nivalis;litter;gut;SPECIE;244
2597;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;nivalis;Folsomia nivalis;carrion;gut;SPECIE;244
2598;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;nivalis;Folsomia nivalis;humus;gut;SPECIE;244
2599;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Mitchellania;vulgaris;Mitchellania vulgaris;litter;gut;SPECIE;244
2600;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Mitchellania;vulgaris;Mitchellania vulgaris;sap. fun.;gut;SPECIE;244
2601;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Mitchellania;vulgaris;Mitchellania vulgaris;humus;gut;SPECIE;244
2602;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Heteraphorura;subtenuis;Heteraphorura subtenuis;sap. fun.;gut;SPECIE;244
2603;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Heteraphorura;subtenuis;Heteraphorura subtenuis;litter;gut;SPECIE;244
2604;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Heteraphorura;subtenuis;Heteraphorura subtenuis;carrion;gut;SPECIE;244
2605;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Heteraphorura;cocklei;Heteraphorura cocklei;sap. fun.;gut;SPECIE;244
2606;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Heteraphorura;cocklei;Heteraphorura cocklei;litter;gut;SPECIE;244
2607;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Heteraphorura;cocklei;Heteraphorura cocklei;carrion;gut;SPECIE;244
2608;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Hymenaphorura;cocklei;Hymenaphorura cocklei;sap. fun.;gut;SPECIE;244
2609;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Hymenaphorura;cocklei;Hymenaphorura cocklei;carrion;gut;SPECIE;244
2610;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Allonychiurus;flavescens;Allonychiurus flavescens;sap. fun.;gut;SPECIE;244
2611;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Allonychiurus;flavescens;Allonychiurus flavescens;litter;gut;SPECIE;244
2612;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Allonychiurus;flavescens;Allonychiurus flavescens;bac.;gut;SPECIE;244
2613;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Allonychiurus;flavescens;Allonychiurus flavescens;carrion;gut;SPECIE;244
2614;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Pseudisotoma;monochaeta;Pseudisotoma monochaeta;sap. fun.;gut;SPECIE;244
2615;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Pseudisotoma;monochaeta;Pseudisotoma monochaeta;carrion;gut;SPECIE;244
2616;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Pseudisotoma;monochaeta;Pseudisotoma monochaeta;humus;gut;SPECIE;244
2617;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Hypogastrura;helena;Hypogastrura helena;sap. fun.;gut;SPECIE;244
2618;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Hypogastrura;helena;Hypogastrura helena;litter;gut;SPECIE;244
2619;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Hypogastrura;helena;Hypogastrura helena;carrion;gut;SPECIE;244
2620;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Hypogastrura;helena;Hypogastrura helena;humus;gut;SPECIE;244
2621;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Desoria;uniens ;Desoria uniens ;sap. fun.;gut;SPECIE;244
2622;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Hypogastruroidea;Hypogastruridae;Mitchellania;krafti;Mitchellania krafti;sap. fun.;gut;SPECIE;244
2623;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Onychiurus;reluctus;Onychiurus reluctus;sap. fun.;gut;SPECIE;244
2624;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Onychiurus;reluctus;Onychiurus reluctus;bac.;gut;SPECIE;244
2625;Entognatha;Collembola;;Arthropleona;Poduromorpha;;;;Onychiuroidea;Onychiuridae;Onychiurus;reluctus;Onychiurus reluctus;humus;gut;SPECIE;244
2626;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;bac.;gut;SPECIE;246
2627;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Paraisotoma;notabilis;Paraisotoma notabilis;sap. fun.;gut;SPECIE;246
2628;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;candida;Folsomia candida;humus;gut;SPECIE;246
2629;Entognatha;Collembola;;Arthropleona;Entomobryomorpha;;;;Entomobryoidea;Isotomidae;Folsomia;candida;Folsomia candida;sap. fun.;gut;SPECIE;246
2630;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;sap. fun.;gut;SPECIE;246
2631;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;bac.;gut;SPECIE;246
2632;Entognatha;Collembola;;Symphypleona;;;;;;Sminthuridae;Sminthurinus;aureus;Sminthurinus aureus;humus;gut;SPECIE;246
2633;Entognatha;Collembola;;Neelipleona;;;;;;Neelidae;Megalothorax;minimus;Megalothorax minimus;humus;gut;SPECIE;246
2634;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Gamasina;;Rhodacaroidea;Ologamasidae;Gamasellus;racovitzai;Gamasellus racovitzai;coll.;mo. det.;SPECIE;247
2635;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pergalumna;omniphagous;Pergalumna omniphagous;m.fau;assay;SPECIE;248
2636;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pergalumna;omniphagous;Pergalumna omniphagous;sap. fun.;assay;SPECIE;248
2637;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Galumnoidea;Galumnidae;Pergalumna;omniphagous;Pergalumna omniphagous;plant;assay;SPECIE;248
2638;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ceratozetoidea;Ceratozetidae;Ceratozetes;jeweli;Ceratozetes jeweli;sap. fun.;assay;SPECIE;248
2639;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Palaeosomatides;;;Palaeacaroidea;Palaeacaridae;Palaeacarus;kamenskii;Palaeacarus kamenskii;sap. fun.;obs.;SPECIE;249
2640;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodides;;;Bdelloidea;Belbidae;Belba;rossica;Belba rossica;sap. fun.;obs.;SPECIE;249
2641;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodides;;;Bdelloidea;Belbidae;Belba;meridionalis;Belba meridionalis;sap. fun.;obs.;SPECIE;249
2642;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodides;;;Bdelloidea;Belbidae;Metabelba;rara;Metabelba rara;sap. fun.;obs.;SPECIE;249
2643;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;kamaensis;Epidamaeus kamaensis;sap. fun.;obs.;SPECIE;249
2644;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Epidamaeus;plumosus;Epidamaeus plumosus;sap. fun.;obs.;SPECIE;249
2645;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Damaeidae;Spatiodamaeus;subverticilipes;Spatiodamaeus subverticilipes;sap. fun.;obs.;SPECIE;249
2646;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Damaeoidea;Belbodamaeidae;Porobelba;spinosa;Porobelba spinosa;sap. fun.;obs.;SPECIE;249
2647;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppia;nova;Oppia nova;sap. fun.;obs.;SPECIE;249
2648;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Oppia;concolor;Oppia concolor;sap. fun.;obs.;SPECIE;249
2649;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oppioidea;Oppiidae;Granuloppia;sp.;Granuloppia sp.;sap. fun.;obs.;GENERA;249
2650;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Ameroidea;Eremobelbidae;Eremobelba;geografica;Eremobelba geografica;sap. fun.;obs.;SPECIE;249
2651;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Desmonomatides;Brachypylina;;Oripodoidea;Haplozetidae;Peloribates;pilosus;Peloribates pilosus;sap. fun.;obs.;SPECIE;249
2652;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Uropodoidea;Uropodidae;Nenteria;hypotrichus;Nenteria hypotrichus;sap. fun.;assay;SPECIE;250
2653;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Uropodoidea;Uropodidae;Nenteria;hypotrichus;Nenteria hypotrichus;coll.;assay;SPECIE;250
2654;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Uropodoidea;Uropodidae;Nenteria;hypotrichus;Nenteria hypotrichus;mites;assay;SPECIE;250
2655;Arachnida;Acari;Parasitiformes;Mesostigmata;Monogynaspida;;Uropodina;Uropodiae;Uropodoidea;Uropodidae;Nenteria;hypotrichus;Nenteria hypotrichus;m.fau;assay;SPECIE;250
2656;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Asca;aphidioidea;Asca aphidioidea;m.fau;assay;SPECIE;251
2657;Arachnida;Acari;Acariformes;Mesostigmata;Monogynaspida;;Gamasina;Dermanyssiae;Ascoidea;Ascidae;Asca;garmani;Asca garmani;m.fau;assay;SPECIE;251
